시군명,사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,축산업무구분명,축산고유번호,권리주체일련번호
이천시,이천축산업협동조합동물병원,19990916,,0000,정상,,031-634-6611,0,17377,경기도 이천시 남천로 76 (중리동),경기도 이천시 중리동 229-6번지,17377,37.2765793,127.4455713,,239468.51,419500.505,동물병원,,L00
이천시,키움애니멀클리닉,20030429,,0002,폐업,20140820,6313237,44.82,,경기도 이천시 대월면 대월로 940,경기도 이천시 대월면 사동리 30-1번지,17342,37.2385259,127.4965123,,243991.870498335,415302.053891838,동물병원,,000
이천시,가나,19921230,,0002,폐업,20061124,,0,,경기도 이천시 영창로 225 (창전동),경기도 이천시 창전동 457-23  번지,17363,37.2808868,127.4477953,,,,동물병원,,000
이천시,건국동물병원,20030111,,0002,폐업,20051227,,0,,경기도 이천시 남천로 65 (중리동),경기도 이천시 중리동 208-7   번지,17374,37.2770786,127.4445708,,,,동물병원,,000
이천시,서울동물병원,19920122,,0002,폐업,20121227,635-3540,0,,경기도 이천시 남천로 65 (중리동),경기도 이천시 중리동 208-7번지,17374,37.2770786,127.4445708,,239361.7600641,419558.864292174,동물병원,,000
이천시,한국양돈연구소 동물병원,20060403,,0002,폐업,20070808,631-0911,0,,경기도 이천시 신둔면 석동로161번길 97,경기도 이천시 신둔면 지석리 28-13번지,17301,37.3304563,127.4319298,,238235.409447298,425455.265198692,동물병원,,L00
이천시,키움애니멀클리닉,20070115,,0002,폐업,20080430,635-7620,44.16,,경기도 이천시 대월면 대월로 940,경기도 이천시 대월면 사동리 30-1번지,17342,37.2385259,127.4965123,,243991.870498335,415302.053891838,동물병원,,000
이천시,이상규동물병원,20040317,,0002,폐업,20090331,632-8390,353.16,,경기도 이천시 설봉로55번길 50 (관고동),경기도 이천시 관고동 58-14번지,17367,37.2819147,127.4354654,,238551.862616159,420091.307445848,동물병원,,000
이천시,반석가금진료연구소,20040714,,0002,폐업,20070813,,0,,경기도 이천시 부발읍 대산로 484,경기도 이천시 부발읍 신하리 370-5번지,17327,37.2603287,127.4794073,,242460.216699261,417714.729479319,동물병원,,000
이천시,도드람축협 동물병원,19980818,,0002,폐업,20110726,031-636-0716,0,,경기도 이천시 부발읍 경충대로 1931,경기도 이천시 부발읍 가산리 500-5번지,17405,37.2414427,127.5014338,,244425.360018595,415629.1445099,동물병원,,000
이천시,에이스 동물병원,20060828,,0002,폐업,20061201,,123.95,,경기도 이천시 설성면 진상미로 677,경기도 이천시 설성면 금당리 193-27번지,17411,37.1337596,127.5163807,,245818.352070534,403685.815128404,동물병원,,000
이천시,중앙동물병원,19900831,,0002,폐업,20070403,,0,,경기도 이천시 어재연로8번길 56 (중리동),경기도 이천시 중리동 216-3   번지,17374,37.2771016,127.4456533,,,,동물병원,,000
이천시,유수의과병원,20020527,,0002,폐업,20050330,031-632-8853,128,,경기도 이천시 모가면 대월로63번길 70,경기도 이천시 모가면 진가리 110-25번지,17408,37.1714812,127.4809318,,242646.291626455,407854.07916024,동물병원,,000
이천시,서울동물병원,19920221,,0002,폐업,20090520,,0,,경기도 이천시 장호원읍 장감로41번길 5 (장호원리),경기도 이천시 장호원읍 장호원리 125-3  번지,17419,37.1166588,127.6270013,,,,동물병원,,000
이천시,한국양돈개발원,20020207,,0002,폐업,20031106,,0,,경기도 이천시 서희로 30-7 (중리동),경기도 이천시 중리동 189-7   번지,17374,37.2782484,127.4425706,,,,동물병원,,000
이천시,설성,19900919,,0002,폐업,20121231,,0,,경기도 이천시 설성면 진상미로665번길 2-5 (금당리),경기도 이천시 설성면 금당리 193-34  번지,17411,37.1333783,127.5170421,,,,동물병원,,000
이천시,한결산업동물병원 『산업동물에 대한 출장진료를 전문으로 함』,20150728,,0002,폐업,20190920,,225,17411,경기도 이천시 설성면 설성로 14-6,경기도 이천시 설성면 금당리 74-3번지 ,17411,37.1330170483,127.5193242436,,246078.845128168    ,403603.011952312    ,동물병원,,000
이천시,나무동물병원「산업동물에 대한 출장진료를 전문으로 함」,20200106,,0002,폐업,20200120,,0,17324,경기도 이천시 부발읍 무촌로131번길 5,경기도 이천시 부발읍 무촌리 167-3번지 ,17324,37.2836594028,127.4874815632,,243165.908576165    ,420308.434250415    ,동물병원,,000
이천시,도드람물류(주),20031023,,0002,폐업,20070314,636-8931,238,,경기도 이천시 부발읍 경충대로 1931,경기도 이천시 부발읍 가산리 500-5번지,17405,37.2414427,127.5014338,,244425.360018595,415629.1445099,동물병원,,000
파주시,운정한빛동물병원,20170212,,0000,정상,,031-944-7179,0,10908,"경기도 파주시 경의로 1068, 101.201,202호 (야당동, 삼융프라자)",경기도 파주시 야당동 1066-2번지,10908,37.7124802,126.7596287,,178739.876125273,467820.837298036,동물병원,,000
파주시,교하동물병원,20120726,,0000,정상,,031-957-2388,45.1,10913,"경기도 파주시 새꽃로 89, 2층 (금촌동)",경기도 파주시 금촌동 273-1번지 2층 외2필지제가동호 ,10913,37.7580540266,126.7685297186,,175148.614992533    ,469198.484678665    ,동물병원,,000
파주시,산내동물병원,20190225,,0000,정상,,031-948-6669,0,10900,"경기도 파주시 심학산로423번길 7-33, 준프라자 2층 201호 (목동동)",경기도 파주시 목동동 1136-3 ,10900,37.7194328329,126.7372414860,,176762.627019871    ,468586.528991949    ,동물병원,0,000
파주시,운정24시동물의료센터,20160204,,0000,정상,,031-935-5675,0,10905,"경기도 파주시 미래로 371, 2층 203호 (동패동)",경기도 파주시 동패동 1759-6 2층 203호 ,10905,37.7110969665,126.7458472261,,177519.66317603     ,467657.575172058    ,동물병원,0,000
파주시,행복한고양이동물병원,20191025,,0000,정상,,031-946-0805,100.47,10870,"경기도 파주시 가람로21번길 7-5, 401호 (와동동)",경기도 파주시 와동동 1598번지 401호,10870,37.7340333663,126.7520710194,,178080.743701931    ,470212.439396794    ,동물병원,,000
파주시,부제병연구소,20200305,,0000,정상,,,119.34,10803,"경기도 파주시 적성면 청송로 963, 1층",경기도 파주시 적성면 마지리 119번지 ,10803,37.9509875365,126.9136020585,,192342.894777865    ,494266.960922044    ,동물병원,,000
파주시,한유복동물병원,20200824,,0000,정상,,,,10955,경기도 파주시 광탄면 혜음로 345,경기도 파주시 광탄면 용미리 319-7 ,10955,37.7268581128,126.8902571624,,190253.131341995    ,469399.27022393     ,동물병원,,000
파주시,카라동물병원,20210128,,0000,정상,,031-959-8600,177.75,10806,경기도 파주시 법원읍 술이홀로 1409,경기도 파주시 법원읍 금곡리 230 ,10806,37.8933923469,126.8798785002,,189371.306820695    ,487869.596866677    ,동물병원,,L00
파주시,한유복동물병원,20200824,,0000,정상,,,,10955,경기도 파주시 광탄면 혜음로 345,경기도 파주시 광탄면 용미리 319-7 ,10955,37.7268581128,126.8902571624,,190253.131341995    ,469399.27022393     ,동물병원,,000
파주시,고려동물병원,19750829,,0000,정상,,031-941-2422,39.6,10926,"경기도 파주시 새꽃로 62, 베스트프라자 1층 112호 (금촌동)",경기도 파주시 금촌동 237-1 ,10926,37.7555869861,126.7689399798,,179796.285945097    ,473430.30459939     ,동물병원,,000
파주시,금쪽금쪽금쪽반려동물병원,20111228,,0000,정상,,031-944-9979,58.8,10871,경기도 파주시 가재울로94번길 27 (목동동),경기도 파주시 목동동 776-1번지 14통7반 3층 301호,10871,37.7298682,126.7466287,,177600.853982672,469752.526905317,동물병원,,000
파주시,행복플러스동물병원,20150303,,0000,정상,,031-949-1275,46,10894,"경기도 파주시 와석순환로 431, 105호 (와동동, 신운정프라자)",경기도 파주시 와동동 1365-3번지 신운정프라자 105호,10894,37.7235664,126.7531044,,178167.449980153,469050.729234144,동물병원,,000
파주시,버디종합동물병원,20120629,,0000,정상,,031-953-1183,0,10823,경기도 파주시 문산읍 문산역로 77,경기도 파주시 문산읍 문산리 17-363 ,10823,37.8531547510,126.7868808832,,181170.462003043    ,483415.279798355    ,동물병원,,000
파주시,파주연천축협동물병원,20100331,,0000,정상,,031-958-2343,98.26,10804,경기도 파주시 적성면 어삼로 36,경기도 파주시 적성면 어유지리 81번지 ,10804,37.9950938097,126.9907347523,,199123.311435911    ,499159.207185233    ,동물병원,,000
파주시,금릉동물의료센터,20051115,,0000,정상,,031-948-3375,0,10915,"경기도 파주시 금빛로 24-28, 우성메디피아 2층 201, 202호 (금촌동)",경기도 파주시 금촌동 989-6 우성메디피아 ,10915,37.7516531503,126.7682748963,,179509.28           ,472152.229          ,동물병원,0,000
파주시,라임동물병원,20070528,,0000,정상,,,71.11,10878,경기도 파주시 순못길 21 (다율동),경기도 파주시 다율동 1001-1번지,10878,37.7266172,126.7159681,,174896.338337141,469399.542000551,동물병원,,000
파주시,야당동물병원,20170523,,0000,정상,,031-948-7579,0,10908,"경기도 파주시 경의로 1100, 201호 (야당동, 연세프라자)",경기도 파주시 야당동 1074-2번지 201호,10908,37.7152652,126.7600959,,178782.178430861,468126.56543236,동물병원,,000
파주시,웰니스클리닉 파주운정점,20170329,,0000,정상,,031-942-7524,75.8,10905,"경기도 파주시 한울로 123 (동패동, 이마트운정점)",경기도 파주시 동패동 1763번지,10905,37.7102599,126.7450405,,177453.945515036,467576.438594292,동물병원,,000
파주시,행복한동물병원,20040128,,0000,정상,,031-957-0075,0,10923,경기도 파주시 중앙로 241 (금촌동),경기도 파주시 금촌동 777-4번지,10923,37.7577817,126.7785109,,180417.472295956,472842.218127721,동물병원,,000
파주시,가온동물병원,20161116,,0000,정상,,,99,10900,경기도 파주시 가온로 116 (목동동),경기도 파주시 목동동 685번지,10900,37.7204235,126.7453796,,177485.566384528,468704.94390068,동물병원,,000
파주시,또바기,20200217,,0000,정상,,,311.2,10903,"경기도 파주시 동패로7번길 66, 401호 (동패동)",경기도 파주시 동패동 1981-1번지 401호,10903,37.7096244080,126.7347682453,,176547.496784353    ,467507.011475689    ,동물병원,,000
파주시,푸른동물병원,19960517,,0000,정상,,031-941-0075,,10930,"경기도 파주시 중앙로 280, 17호 (아동동, 장안초원아파트)",경기도 파주시 아동동 329-6 장안초원아파트상가 17호,10930,37.7612727523,126.7774668385,,180325.266910708    ,472996.782239564    ,동물병원,,000
파주시,Dr.Mini 하늘다람쥐 전문병원,20180220,,0000,정상,,070-7796-0333,148.5,10884,경기도 파주시 꽃창포길 16 (문발동),경기도 파주시 문발동 617-1 ,10884,37.7189782166,126.7079382917,,172287.070736993    ,467217.624973932    ,동물병원,,000
파주시,리버풀동물병원,20160530,,0000,정상,,031-945-7297,39.48,10923,"경기도 파주시 중앙로 255 (금촌동, 금남빌딩)",경기도 파주시 금촌동 770-4번지,10923,37.7588434,126.7777587,,180351.808879597,472962.089717986,동물병원,,000
파주시,파주유우진료소(산업동물에 대한 출장진료를 전문으로 함),19781023,,0000,정상,,031-941-3030,0,10937,경기도 파주시 조리읍 봉천로 11,경기도 파주시 조리읍 봉일천리 139-14번지,10937,37.7422869,126.8099281,,183182.042488446,471117.808080578,동물병원,,000
파주시,에덴동물병원,20120502,,0000,정상,,031-943-3710,28.25,10905,"경기도 파주시 와석순환로 125, 현대프라자 2층 204호 (동패동)",경기도 파주시 동패동 1759-2 현대프라자 ,10905,37.7121244709,126.7458481574,,177826.995098811    ,469232.976048927    ,동물병원,,000
파주시,운정호수동물메디컬센터,20180321,,0000,정상,,031-937-8225,218.89,10908,"경기도 파주시 경의로 1114, 에펠타워 202,203호 (야당동)",경기도 파주시 야당동 1076번지,10908,37.7165360,126.7603186,,178804.224364993,468269.565890856,동물병원,,000
파주시,대한동물병원(산업동물 출장진료 전문 동물병원),20080219,,0000,정상,,,58,10854,"경기도 파주시 경의로 1805, 2층 (금촌동)",경기도 파주시 금촌동 27-30번지 2층 ,10854,37.7673980496,126.7754629237,,180152.440208129    ,473911.805142444    ,동물병원,,000
파주시,운정W동물병원,20110607,,0000,정상,,031-944-9075,107.31,10895,"경기도 파주시 미래로 620, 112호 (와동동, 해솔프라자)",경기도 파주시 와동동 1301-4번지 해솔프라자 112호,10895,37.7323193,126.7510218,,177988.247139332,470021.926836432,동물병원,,000
파주시,용주골동물병원,19750829,,0000,정상,,031-952-4674,0,10834,경기도 파주시 파주읍 술이홀로 422-1,경기도 파주시 파주읍 연풍리 403-7번지 1통3반,10834,37.8294990,126.8336457,,185290.364597906,480792.440855569,동물병원,,000
파주시,미엘동물병원,20170629,,0000,정상,,031-935-5009,185.89,10874,"경기도 파주시 청석로 264, 201호 (동패동, 거묵프라자)",경기도 파주시 동패동 1696-1 거묵프라자 201호,10874,37.7255907974,126.7182848248,,175093.092934159    ,469277.590463923    ,동물병원,,000
파주시,다정동물병원,20111219,,0000,정상,,031-944-5077,118.34,10907,"경기도 파주시 와석순환로 78, 한강프라자 201호 (야당동)",경기도 파주시 야당동 1006-3 한강프라자 201호,10907,37.7110385201,126.7508170365,,177957.323473341    ,467653.397542104    ,동물병원,0,000
파주시,파주24시동물병원,20170125,,0000,정상,,031-944-5575,0,10892,"경기도 파주시 교하로 87, 201호 (목동동, 삼성프라자)",경기도 파주시 목동동 941-1 삼성프라자 201호,10892,37.7276493076,126.7339231039,,176475.078366768    ,469496.975550397    ,동물병원,0,000
파주시,한국동물병원(산업동물에 대한 출장진료를 전문으로 함),20000918,,0000,정상,,,0,10845,경기도 파주시 월롱면 엘지로 245,경기도 파주시 월롱면 덕은리 1239번지,10845,37.8110442,126.7639844,,179032.627208376,478868.080217206,동물병원,,000
파주시,해오름동물병원,20171117,,0000,정상,,031-953-7587,53.88,10816,"경기도 파주시 문산읍 당동2로 11, 104호",경기도 파주시 문산읍 당동리 888-1번지,10816,37.8678781,126.7838939,,180921.585774435,485062.830089861,동물병원,,000
파주시,스마일양한방동물병원,20140529,,0000,정상,,,73.79,10915,"경기도 파주시 금빛로 44, 203호 (금촌동, 마이프라자)",경기도 파주시 금촌동 987-4번지 마이프라자 203호,10915,37.7523641,126.7678156,,179474.776517202,472244.387747458,동물병원,,000
파주시,문산동물병원,20070508,,0000,정상,,031-953-7570,64.26,10823,경기도 파주시 문산읍 문향로 35,경기도 파주시 문산읍 문산리 15-5번지,10823,37.8549436,126.7855116,,181059.917695768,483625.581901449,동물병원,,000
파주시,펫 파라다이스 동물병원,20161219,,0000,정상,,031-948-5806,0,10892,"경기도 파주시 청암로17번길 17, 2층 17호 (목동동)",경기도 파주시 목동동 927번지 2층 17호,10892,37.7294498,126.7367159,,176725.26242028,469706.991119381,동물병원,,000
파주시,나은동물병원,20170608,,0000,정상,,031-944-8288,105,10930,"경기도 파주시 새꽃로 207 (아동동, 나은동물병원)",경기도 파주시 아동동 351-14번지,10930,37.7658932,126.7753426,,180132.241859031,473738.591713575,동물병원,,000
파주시,금촌종합동물병원,19761119,,0000,정상,,031-941-7777,0,10930,경기도 파주시 아동로 11-1 (금촌동),경기도 파주시 금촌동 42-5번지 17통9반,10930,37.7643354,126.7757673,,180177.562578302,473572.286745588,동물병원,,000
파주시,로뎀동물병원,20170329,,0000,정상,,031-952-7576,74,10820,경기도 파주시 문산읍 방촌로 1636 (로뎀동물병원),경기도 파주시 문산읍 문산리 133-2번지 ,10820,37.8606454301,126.7781575378,,180407.163470129    ,484247.169548502    ,동물병원,,000
파주시,운정힐링 동물병원,20160111,,0000,정상,,,67,10907,"경기도 파주시 와석순환로 70 (야당동, 신운정프라자2)",경기도 파주시 야당동 1006-7번지 ,10907,37.7104720,126.7514813,,178021.512180891    ,467590.653861615    ,동물병원,,000
파주시,파주365동물의료센터,20170114,,0000,정상,,031-945-5365,0,10892,"경기도 파주시 책향기로 573, 2층 206호 (목동동, 월드타워3)",경기도 파주시 목동동 939-4번지 월드타워 206호,10892,37.7276785,126.7343288,,176514.152593411    ,469512.639828016    ,동물병원,,000
파주시,김희원동물병원,19860411,,0002,폐업,20100330,,0,,경기도 파주시 파평면 장승배기로 201 (율곡리),경기도 파주시 파평면 율곡리 263-2번지,10809,37.8826350,126.8149732,,183658.005435699,486694.521137117,동물병원,,000
파주시,웰니스클리닉 동물병원 파주운정점,20110827,,0002,폐업,20170328,031-942-7524,130,10905,"경기도 파주시 한울로 123, 2층 (동패동, 이마트운정점)",경기도 파주시 동패동 1763번지 이마트운정점 2층,10905,37.7102599,126.7450405,,177453.945515036,467576.438594292,동물병원,,000
파주시,쿨펫동물병원(파주문산점),20080903,,0002,폐업,20190404,031-954-7588,47.34,10816,"경기도 파주시 문산읍 방촌로 1759, 3층 (홈플러스)",경기도 파주시 문산읍 당동리 880번지 홈플러스 3층 ,10816,37.8691591,126.7848107,,181002.777532337    ,485203.012122524    ,동물병원,,000
파주시,아이비동물병원,20170125,,0002,폐업,20170601,0319498256,41.74,10874,"경기도 파주시 파주로 266, 101호 (동패동, 아이비타워)",경기도 파주시 동패동 1695-1번지 아이비타워 101호,10874,37.7260369,126.7181822,,175090.909144355,469332.985551969,동물병원,,000
파주시,리버풀동물병원,20150326,,0002,폐업,20150610,031-945-7297,42.7,10923,경기도 파주시 중앙로 255 (금촌동),경기도 파주시 금촌동 770-4번지,10923,37.7588434,126.7777587,,180351.808879597,472962.089717986,동물병원,,000
파주시,파주동물병원,20050708,,0002,폐업,20070404,031)941-2248,20,,경기도 파주시 금정4길 14 (금촌동),경기도 파주시 금촌동 786-12번지,10923,37.7564544,126.7770170,,180284.855901155,472696.411562698,동물병원,,000
파주시,한성동물병원(산업동물 출장진료전문동물병원),20170406,,0002,폐업,20190423,031-958-7511,27,10803,경기도 파주시 적성면 솥뒤로 95,경기도 파주시 적성면 마지리 193-19번지 ,10803,37.9600665,126.9106894,,192088.202183954    ,495274.754152272    ,동물병원,,000
파주시,행복플러스 동물병원,20130208,,0002,폐업,20150302,031-949-1275,46.92,10894,"경기도 파주시 와석순환로 431, 1층 105호 (와동동, 신운정프라자)",경기도 파주시 와동동 1365-3번지 신운정프라자 1층 105호,10894,37.7235664,126.7531044,,178167.449980153,469050.729234144,동물병원,,000
파주시,흥일가축병원,19750829,,0002,폐업,20220516,031-941-4029,0,10937,경기도 파주시 조리읍 봉천로 17,경기도 파주시 조리읍 봉일천리 205 ,10937,37.7428257773,126.8095173585,,183140.671123754    ,471164.046495471    ,동물병원,0,000
파주시,적성동물병원(산업동물 출장진료 전문 동물병원),19771102,,0002,폐업,20100531,,0,,,경기도 파주시 적성면 구읍리 657-3번지,10803,37.9555155,126.9210493,,,,동물병원,,000
파주시,우리동물병원(산업동물 출장진료 전문동물병원),20071224,,0002,폐업,20121214,,49.5,,경기도 파주시 적성면 솥뒤로 95 (마지리),경기도 파주시 적성면 마지리 193-19번지,10803,37.9600665,126.9106894,,192088.202183954,495274.754152272,동물병원,,000
파주시,Diim동물병원,20140513,,0002,폐업,20170628,031-953-5009,187.27,10874,"경기도 파주시 청석로 264, 2층 201호 (동패동, 거묵프라자)",경기도 파주시 동패동 1696-1번지 거묵프라자 201호,10874,37.7255415,126.7182181,,175093.092934159,469277.590463923,동물병원,,000
파주시,법원동물병원,19801004,,0002,폐업,20070731,,0,,,경기도 파주시 적성면 구읍리 657-3번지,10803,37.9555155,126.9210493,,,,동물병원,,000
파주시,리버풀동물병원,20150611,,0002,폐업,20160530,031-945-7297,38.19,10923,"경기도 파주시 중앙로 255, 1층 (금촌동, 금남빌딩)",경기도 파주시 금촌동 770-4번지 금남빌딩,10923,37.7588434,126.7777587,,180351.808879597,472962.089717986,동물병원,,000
파주시,봉일천동물종합병원,20030624,,0002,폐업,20050319,02-2690-0327,0,,,경기도 파주시 조리읍 봉일천리 154번지,10937,37.7433401,126.8039575,,,,동물병원,,000
파주시,아이비동물병원,20060628,,0002,폐업,20170123,,42,10874,"경기도 파주시 파주로 266, 101호 (동패동, 아이비타워)",경기도 파주시 동패동 1695-1번지 아이비타워 101호,10874,37.7260369,126.7181822,,175090.909144355,469332.985551969,동물병원,,000
파주시,보람동물병원,19940304,,0002,폐업,20100330,031-959-3641,0,,경기도 파주시 적성면 청송로 1006 (마지리),경기도 파주시 적성면 마지리 51-3번지,10803,37.9530175,126.9175249,,192687.508506938,494493.704350898,동물병원,,000
파주시,닥터장동물병원,20020307,,0002,폐업,20170615,031-944-8288,120.2,10930,경기도 파주시 새꽃로 207 (아동동),경기도 파주시 아동동 351-13번지,10930,37.7658932,126.7753426,,180141.888847201,473743.534463103,동물병원,,000
파주시,통일동물병원,19761208,,0002,폐업,20100607,,0,,,경기도 파주시 문산읍 문산리 10-15번지,10823,37.8566365,126.7850408,,181017.766478079,483814.735406096,동물병원,,000
파주시,승진동물병원,19960723,,0002,폐업,20190806,031-959-7582,0,10826,경기도 파주시 법원읍 사임당로 899,경기도 파주시 법원읍 법원리 447-36번지 5통3반 1층호,10826,37.8480535475,126.8806409329,,189430.261796987    ,482845.55651185     ,동물병원,,000
파주시,펫프렌즈 동물병원,20040812,,0002,폐업,20131119,031-916-7582,0,,경기도 파주시 당하길 10 (당하동),경기도 파주시 당하동 195-5번지,10866,37.7468166,126.7514605,,178030.82794167,471632.260930404,동물병원,,000
파주시,스마일 동물병원,20050715,,0002,폐업,20120821,031)949-8875,38,,,경기도 파주시 금촌동 금촌2택지개발사업지구 상업용지 제19호,,37.7722726,126.7710782,,,,동물병원,,000
평택시,에쿠스종합동물병원(출장진료 전문),20210609,,0000,정상,,,0,17876,"경기도 평택시 월곡길 17, 108호 (월곡동)",경기도 평택시 월곡동 368-1 ,17876,37.0191134780,127.1319219847,,211671.292769123    ,390831.602033488    ,동물병원,0,000
평택시,블리스 동물의료센터,20130814,,0000,정상,,031-666-7582,721.92,17842,"경기도 평택시 세교7길 50, JY빌딩 (세교동)",경기도 평택시 세교동 0 ,17842,37.0062727486,127.0893961942,,,,동물병원,0,000
평택시,다가온동물병원,20160513,,0000,정상,,031-655-7533,34.96,17868,"경기도 평택시 서동대로 3875, 청설빌딩 2층 201호 (용이동)",경기도 평택시 용이동 467-7 청설빌딩 ,17868,36.9941430679,127.1375827186,,209557.784297159    ,388356.599065421    ,동물병원,,000
평택시,믿음동물병원(출장진료 전문),19991206,,0000,정상,,654-2505,0,,경기도 평택시 문화촌로11번길 51-11 (비전동),경기도 평택시 비전동 866-11 ,17871,36.9976531503,127.1129873196,,209985.536          ,388454.625          ,동물병원,0,000
평택시,아임동물병원,20190830,,0000,정상,,031-663-4987,118.84,17770,"경기도 평택시 고덕면 고덕국제3길 122, 1층",경기도 평택시 고덕면 여염리 0번지 ,17770,,,,,,동물병원,,000
평택시,마리동물의료센터 경기남부 분원(출장진료 전문),20200108,,0000,정상,,,16.7,17811,"경기도 평택시 청북읍 청원로 45, 중앙빌딩",경기도 평택시 청북읍 현곡리 250 청북상가 ,17811,37.0409471496,126.9388090388,,194476.329579867    ,393248.454275327    ,동물병원,0,000
평택시,엔케어동물의료센터,20200626,,0000,정상,,031-657-2475,192,17864,경기도 평택시 죽백3로 139 (죽백동),경기도 평택시 죽백동 654-4 ,17864,37.0035954560,127.1305356822,,211547.799365051    ,389117.423951778    ,동물병원,0,000
평택시,청북 햇살동물병원,20180913,,0000,정상,,031-684-8779,0,17808,"경기도 평택시 청북읍 안청로2길 33-2, 105,106호",경기도 평택시 청북읍 옥길리 1158-8 ,17808,37.0184998311,126.9178513031,,192619.325594008    ,390763.213422595    ,동물병원,0,000
평택시,베스트 프렌즈 동물병원,20210114,,0000,정상,,,197,17752,경기도 평택시 송탄고가길 2 (신장동),경기도 평택시 신장동 51-2 ,17752,37.0903930954,127.0541621852,,204753.679398967    ,398702.257800653    ,동물병원,0,000
평택시,심재훈동물병원,19910426,,0000,정상,,662-4805,0,17757,경기도 평택시 탄현로 310-1 (지산동),경기도 평택시 지산동 766-4번지,17757,37.0799860,127.0552326,,204843.240912814,397593.301826704,동물병원,,000
평택시,쿨펫동물병원,20090602,,0000,정상,,031-651-5975,0,17902,"경기도 평택시 평택5로 30, 3층 (합정동, 롯데마트)",경기도 평택시 합정동 968-1 롯데마트 3층 ,17902,36.9883462779,127.1117534348,,209876.420133429    ,387425.098329575    ,동물병원,0,000
평택시,프렌즈동물병원,20191206,,0000,정상,,031-692-5331,83,17845,"경기도 평택시 상서재로 80, 516동 132-133호 (동삭동, 평택센트럴자이 5단지)",경기도 평택시 동삭동 818-4 평택센트럴자이 5단지 ,17845,37.0194997227,127.1035121455,,209160.509325964    ,390980.013504839    ,동물병원,,000
평택시,라뽀동물병원,20120209,,0000,정상,,,119.9,17772,경기도 평택시 송탄로 255 (서정동),경기도 평택시 서정동 838-3번지 ,17772,37.0664867732,127.0583717405,,205124.380218446    ,396097.085631927    ,동물병원,,000
평택시,SW 동물병원(출장진료 전문),20211110,,0000,정상,,,0,17899,"경기도 평택시 중앙로 187, 지하1층 (비전동)",경기도 평택시 비전동 762-12 ,17899,36.9917092667,127.1037575861,,209165.9578744      ,387793.139408575    ,동물병원,0,000
평택시,마루동물병원,20181107,,0000,정상,,,90.57,17870,"경기도 평택시 용죽3로 12, 101호 (용이동)",경기도 평택시 용이동 686-2번지 101호,17870,36.9928821,127.1258302,,211134.811914974    ,387934.665347155    ,동물병원,,000
평택시,펫필드동물병원,20040913,,0000,정상,,031-656-8575,0,,경기도 평택시 평택5로114번길 54 (비전동),경기도 평택시 비전동 831-5 ,17885,36.9949017569,127.1123719256,,209931.290169039    ,388148.021681245    ,동물병원,0,000
평택시,굿모닝동물병원,20100115,,0000,정상,,031-683-1333,0,451812,경기도 평택시 현덕면 인광2길 58,경기도 평택시 현덕면 황산리 62-5 9통,17968,36.9637304599,126.9330855434,,193960.986594638    ,384679.952257924    ,동물병원,0,000
평택시,안창선동물병원,20050615,,0000,정상,,665-0046,0,,경기도 평택시 탄현로 276 (지산동),경기도 평택시 지산동 824-2번지,17761,37.0769854,127.0555004,,204869.413901141,397261.393229205,동물병원,,000
평택시,보람동물병원,19941128,,0000,정상,,031-668-9935,0,17789,경기도 평택시 고덕면 동청1길 35,경기도 평택시 고덕면 동청리 25-8 ,17789,37.0550207853,127.0062546237,,200505.402579183    ,394811.616715169    ,동물병원,0,000
평택시,강남동물병원,20120209,,0000,정상,,031-692-7114,107.09,17982,경기도 평택시 팽성읍 안정쇼핑로 3,경기도 평택시 팽성읍 안정리 113-224 ,17982,36.9591575959,127.0433361332,,203786.038393948    ,384175.779298464    ,동물병원,0,000
평택시,청북동물병원 (출장진료 전문),20120515,,0000,정상,,,0,17811,경기도 평택시 청북면 청북중앙로 6,경기도 평택시 청북면 현곡리 297-3 ,17811,37.0405229515,126.9330098459,,194059.46898800000  ,393511.77622700000  ,동물병원,0,000
평택시,뉴본동물의료센터,20220211,,0000,정상,,031-647-6679,314.8,17841,"경기도 평택시 동삭1로22번길 19-13, 2층 (동삭동)",경기도 평택시 동삭동 0 ,17841,37.0201781097,127.0935370800,,,,동물병원,0,000
평택시,24시 라움동물의료센터,20190527,,0000,정상,,031-692-5022,270.98,17854,"경기도 평택시 비전5로 20-24, 더테라스 207,208호 (비전동)",경기도 평택시 비전동 1103-1 ,17854,36.9988829632,127.1141723936,,210072.869932937    ,388588.911600578    ,동물병원,0,000
평택시,타잔동물병원,20170705,,0000,정상,,031-651-8879,,17854,"경기도 평택시 비전2로 192 (비전동, 메가타워)",경기도 평택시 비전동 1090-3번지 401호,17854,37.0005459,127.1118107,,209885.201144388,388783.488286258,동물병원,,000
평택시,튼튼동물병원,20110415,,0000,정상,,651-8272,0,,경기도 평택시 평남로 655 (비전동),경기도 평택시 비전동 191-2번지,17899,36.9924133,127.1072272,,209478.98801192,387879.855059795,동물병원,,000
